ACCELEROMETER X (m/s²) ,ACCELEROMETER Y (m/s²) ,ACCELEROMETER Z (m/s²) ,GRAVITY X (m/s²) ,GRAVITY Y (m/s²) ,GRAVITY Z (m/s²) ,LINEAR ACCELERATION X (m/s²) ,LINEAR ACCELERATION Y (m/s²) ,LINEAR ACCELERATION Z (m/s²) ,GYROSCOPE X (rad/s) ,GYROSCOPE Y (rad/s) ,GYROSCOPE Z (rad/s) ,Activity
-1.4853                ,-6.4765                ,1.7013                 ,-2.3179          ,-9.429           ,1.3753           ,3.8364                       ,0.4028                       ,-4.4256                      ,1.9095              ,-0.7959             ,-0.1445             ,       0
-0.408                 ,-5.9354                ,3.8489                 ,-1.0211          ,-9.1375          ,-3.4107          ,1.9887                       ,2.1891                       ,3.6107                       ,-1.3683             ,-2.4701             ,-1.1841             ,       0
-1.7656                ,-8.3773                ,5.0698                 ,-2.4155          ,-9.4982          ,-0.3462          ,-2.081                       ,-5.594                       ,2.6733                       ,1.9318              ,2.8149              ,1.4092              ,       0
3.0156                 ,-8.2217                ,-0.2046                ,-1.887           ,-8.6702          ,-4.1759          ,3.7921                       ,1.8628                       ,7.1026                       ,-1.6632             ,-1.364              ,-1.3075             ,       0
-3.1971                ,-18.4636               ,0.248                  ,-2.3727          ,-9.5128          ,0.2184           ,0.5531                       ,-1.6319                      ,2.4621                       ,3.3885              ,3.2485              ,-0.0976             ,       0
1.1312                 ,-7.0774                ,-5.0333                ,-1.8694          ,-9.2209          ,-2.7661          ,-5.7294                      ,-4.2204                      ,-0.26                        ,-3.2497             ,1.2197              ,0.2927              ,       0
1.1818                 ,-9.4522                ,-2.1389                ,-2.0513          ,-9.5459          ,-0.9161          ,2.9164                       ,6.2746                       ,8.8362                       ,1.6736              ,3.1208              ,0.3233              ,       0
4.9211                 ,-9.1843                ,-2.2729                ,-1.1382          ,-9.1855          ,-3.2407          ,-2.3993                      ,1.0462                       ,6.2775                       ,-1.5027             ,-1.0279             ,-0.589              ,       0
-2.8956                ,-17.8651               ,4.8637                 ,-2.1035          ,-9.5266          ,-0.9943          ,-1.7093                      ,-4.2134                      ,2.2522                       ,2.8447              ,2.0503              ,-0.1396             ,       0
-6.4244                ,-9.3182                ,4.5718                 ,-1.346           ,-9.5501          ,-1.7757          ,-2.711                       ,-7.004                       ,2.1305                       ,-2.8688             ,0.4056              ,-1.0413             ,       0
-3.5779                ,-12.955                ,-9.00E-04              ,-2.4707          ,-9.4728          ,-0.5768          ,-2.0638                      ,-7.747                       ,2.1964                       ,4.64                ,4.2643              ,0.8761              ,       0
-6.2928                ,-14.3483               ,2.0674                 ,-1.5502          ,-9.4729          ,-2.0078          ,-7.2942                      ,-6.5562                      ,1.8603                       ,-2.9675             ,1.0105              ,-0.5203             ,       0
-0.341                 ,-21.035                ,7.1839                 ,-1.2045          ,-9.3331          ,-2.7592          ,3.1472                       ,11.8122                      ,10.4532                      ,-2.8708             ,-1.1146             ,0.6689              ,       0
-3.6425                ,-9.067                 ,-10.7216               ,-3.716           ,-9.0122          ,1.069            ,6.6739                       ,-0.8411                      ,-5.2097                      ,-2.606              ,-0.4543             ,-3.122              ,       0
-3.2976                ,-21.9712               ,4.6795                 ,-1.7979          ,-9.5987          ,-0.8956          ,-1.9061                      ,4.3164                       ,5.9761                       ,-1.5607             ,0.9702              ,0.5542              ,       0
-7.9256                ,-13.8455               ,-1.4423                ,-1.5869          ,-9.4584          ,-2.047           ,-2.965                       ,-7.6939                      ,2.0102                       ,-2.8943             ,0.2254              ,-1.1583             ,       0
0.102                  ,-6.3401                ,10.9448                ,-2.2631          ,-9.3843          ,-1.7271          ,-0.4476                      ,1.9352                       ,5.506                        ,3.7066              ,1.8988              ,-0.5244             ,       0
-0.9323                ,-7.3672                ,1.512                  ,-1.7799          ,-9.2426          ,-2.7524          ,-7.6896                      ,-3.9951                      ,0.7879                       ,-3.2155             ,1.153               ,0.0099              ,       0
-6.3957                ,-18.6386               ,-5.5409                ,-1.59            ,-9.6409          ,-0.8336          ,1.8793                       ,8.0494                       ,9.1887                       ,-0.6318             ,1.247               ,0.3905              ,       0
-9.1801                ,-13.8574               ,11.9192                ,-1.6375          ,-9.237           ,-2.8578          ,-3.1416                      ,-7.3233                      ,5.1521                       ,-2.998              ,0.728               ,-0.8836             ,       0
-0.8438                ,-12.9455               ,1.8401                 ,-0.6491          ,-8.9615          ,-3.9295          ,-2.5042                      ,3.138                        ,2.9987                       ,3.4137              ,1.5123              ,-0.5287             ,       0
-3.5874                ,-11.0276               ,1.0908                 ,1.0806           ,-9.5623          ,-1.888           ,-0.7629                      ,-7.2274                      ,5.7361                       ,-2.9186             ,0.6947              ,-2.3843             ,       0
-2.5101                ,-8.7078                ,10.94                  ,2.8207           ,-9.2242          ,-1.7688          ,-3.1241                      ,-6.3362                      ,0.2096                       ,0.965               ,0.8605              ,2.7864              ,       0
-3.0416                ,-15.2557               ,4.701                  ,-2.4829          ,-9.2717          ,2.0105           ,4.4915                       ,-3.2629                      ,-2.2316                      ,0.0574              ,0.5406              ,0.055               ,       0
-7.1474                ,-10.1085               ,-0.8581                ,0.1069           ,-9.4093          ,-2.7611          ,3.2716                       ,-0.2042                      ,-11.3563                     ,0.0159              ,0.17                ,-0.1741             ,       0
